Gene	MutSig(Q-value)	# Mut	#	Profiled Samples	Freq	Is Cancer Gene (source: OncoKB)
OR4N5		1	1	127	0.8%	No
STAG3		1	1	127	0.8%	No
CHRNA2		1	1	127	0.8%	No
RFPL2		2	2	127	1.6%	No
KHK		1	1	127	0.8%	No
KIF2A		2	2	127	1.6%	No
IGLL5		1	1	127	0.8%	No
KIF5A		1	1	127	0.8%	No
SLFN12L		2	2	127	1.6%	No
KIF5B		1	1	127	0.8%	Yes
YME1L1		3	3	127	2.4%	No
ZNF841		2	2	127	1.6%	No
OR13F1		1	1	127	0.8%	No
OR13C8		1	1	127	0.8%	No
OR13C3		1	1	127	0.8%	No
POLN		2	2	127	1.6%	No
PAQR4		1	1	127	0.8%	No
C1QTNF2		1	1	127	0.8%	No
ZG16B		1	1	127	0.8%	No
PCDHGB1		1	1	127	0.8%	No
PCDHGA11		1	1	127	0.8%	No
JAM3		1	1	127	0.8%	No
CIDEA		1	1	127	0.8%	No
MAP3K2		1	1	127	0.8%	No
ANKRD33		1	1	127	0.8%	No
CHUK		1	1	127	0.8%	No
KIF1C		1	1	127	0.8%	No
PCDHGB6		1	1	127	0.8%	No
MTOR		1	1	127	0.8%	Yes
PPP1R1A		1	1	127	0.8%	No
PCDHGA6		1	1	127	0.8%	No
PPP1R3A		1	1	127	0.8%	No
RAI1		1	1	127	0.8%	No
RAI2		2	2	127	1.6%	No
AK3		1	1	127	0.8%	No
FAM114A1		2	2	127	1.6%	No
ASAP1		2	2	127	1.6%	No
TSTD2		1	1	127	0.8%	No
OSBPL10		1	1	127	0.8%	No
OSBPL11		1	1	127	0.8%	No
CENPI		1	1	127	0.8%	No
ENTREP3		1	1	127	0.8%	No
BIRC6		4	3	127	2.4%	No
CERS1		1	1	127	0.8%	No
PCDHGA3		1	1	127	0.8%	No
PCDHGA2		4	4	127	3.1%	No
AP4B1		1	1	127	0.8%	No
PCDHGA1		2	2	127	1.6%	No
PPP1R8		2	2	127	1.6%	No
TPRX1		1	1	127	0.8%	No
SYCP1		2	2	127	1.6%	No
GALNT8		1	1	127	0.8%	No
NKPD1		1	1	127	0.8%	No
SAMD3		1	1	127	0.8%	No
PPP2R1A		1	1	127	0.8%	Yes
FGF21		1	1	127	0.8%	No
SYT5		1	1	127	0.8%	No
PPP4C		1	1	127	0.8%	No
MEA1		1	1	127	0.8%	No
TENM2		2	2	127	1.6%	No
CRISPLD2		1	1	127	0.8%	No
ESPN		1	1	127	0.8%	No
OSBPL5		2	2	127	1.6%	No
AXDND1		1	1	127	0.8%	No
TMCC3		1	1	127	0.8%	No
OR4N2		1	1	127	0.8%	No
NFAT5		1	1	127	0.8%	No
OGA		1	1	127	0.8%	No
PCDHB7		4	4	127	3.1%	No
PCDHB14		1	1	127	0.8%	No
CCDC9B		1	1	127	0.8%	No
NUDC		1	1	127	0.8%	No
ZNF283		1	1	127	0.8%	No
SLC25A53		1	1	127	0.8%	No
PCDHB12		1	1	127	0.8%	No
REXO1		1	1	127	0.8%	No
PCDHB11		1	1	127	0.8%	No
KIAA1143		1	1	127	0.8%	No
SYN1		1	1	127	0.8%	No
MIDN		1	1	127	0.8%	No
PTPA		2	1	127	0.8%	No
PPP2R5B		1	1	127	0.8%	No
PPP2R5C		1	1	127	0.8%	No
PPP2R5D		1	1	127	0.8%	No
PPP2R5E		1	1	127	0.8%	No
TACR3		1	1	127	0.8%	No
TAF1		5	4	127	3.1%	Yes
CLCN7		1	1	127	0.8%	No
ATP11B		1	1	127	0.8%	No
SPPL2C		1	1	127	0.8%	No
CLCN4		1	1	127	0.8%	No
CLCN3		1	1	127	0.8%	No
ARL6IP1		1	1	127	0.8%	No
CLCA1		3	2	127	1.6%	No
TACR2		2	2	127	1.6%	No
DUSP10		1	1	127	0.8%	No
KIF21A		1	1	127	0.8%	No
FAM24B		1	1	127	0.8%	No
CARMIL1		1	1	127	0.8%	No
MECP2		1	1	127	0.8%	No
TMEM69		1	1	127	0.8%	No
C19ORF44		1	1	127	0.8%	No
ZNF280C		1	1	127	0.8%	No
BLTP1		3	3	127	2.4%	No
PPP1R9A		1	1	127	0.8%	No
ASCC2		3	2	127	1.6%	No
SSMEM1		1	1	127	0.8%	No
GTF2IRD2		1	1	127	0.8%	No
MEIOB		1	1	127	0.8%	No
NBEAL2		1	1	127	0.8%	No
MAP3K7		1	1	127	0.8%	Yes
PRH1		1	1	127	0.8%	No
ZC3H4		1	1	127	0.8%	No
IGKV1D-17		1	1	127	0.8%	No
CLK2		1	1	127	0.8%	No
RRS1		1	1	127	0.8%	No
C14ORF39		1	1	127	0.8%	No
XPO6		2	2	127	1.6%	No
PRRC2C		5	5	127	3.9%	No
TBC1D1		1	1	127	0.8%	No
MXRA5		4	4	127	3.1%	No
G3BP2		1	1	127	0.8%	No
DENND4B		2	2	127	1.6%	No
ATG16L2		2	2	127	1.6%	No
ARID5B		1	1	127	0.8%	Yes
SUMF2		1	1	127	0.8%	No
PRB3		1	1	127	0.8%	No
POLG2		1	1	127	0.8%	No
ASAP3		1	1	127	0.8%	No
SDR39U1		1	1	127	0.8%	No
MAP3K1	5.560e-11	9	7	127	5.5%	Yes
TAF4B		2	2	127	1.6%	No
KLHL21		1	1	127	0.8%	No
XAB2		2	2	127	1.6%	No
MAP3K3		1	1	127	0.8%	No
PRCC		1	1	127	0.8%	Yes
SV2A		1	1	127	0.8%	No
HPS5		2	1	127	0.8%	No
KIF16B		2	2	127	1.6%	No
MAP3K4		2	2	127	1.6%	No
TAF5		2	2	127	1.6%	No
SRGAP3		1	1	127	0.8%	No
TMEM216		1	1	127	0.8%	No
MTMR8		2	2	127	1.6%	No
OTOG		2	2	127	1.6%	No
MAP3K5		3	3	127	2.4%	No
PRMT9		1	1	127	0.8%	No
PDCD10		1	1	127	0.8%	No
DOCK10		1	1	127	0.8%	No
CA5B		1	1	127	0.8%	No
EMSY		2	2	127	1.6%	Yes
FAM9C		1	1	127	0.8%	No
MFF		1	1	127	0.8%	No
ZNF479		1	1	127	0.8%	No
TAP1		1	1	127	0.8%	Yes
SGMS2		1	1	127	0.8%	No
TAPBP		1	1	127	0.8%	No
PRKAA1		1	1	127	0.8%	No
TARBP1		3	3	127	2.4%	No
PRKAB1		1	1	127	0.8%	No
TARBP2		1	1	127	0.8%	No
ZNF831		1	1	127	0.8%	No
ASF1A		1	1	127	0.8%	No
PBDC1		1	1	127	0.8%	No
SEC16A		1	1	127	0.8%	No
TTC27		1	1	127	0.8%	No
TRMT1		2	2	127	1.6%	No
STAP2		1	1	127	0.8%	No
MEP1A		1	1	127	0.8%	No
SUPT7L		1	1	127	0.8%	No
SMPD4		1	1	127	0.8%	No
OR52B6		1	1	127	0.8%	No
ATP2C2		1	1	127	0.8%	No
AMBRA1		2	1	127	0.8%	No
CFAP91		2	2	127	1.6%	No
PRIM1		1	1	127	0.8%	No
POLI		1	1	127	0.8%	No
SMYD1		1	1	127	0.8%	No
ARHGAP44		1	1	127	0.8%	No
CHEK2		2	2	127	1.6%	Yes
POMGNT1		1	1	127	0.8%	No
SLITRK6		1	1	127	0.8%	No
C7ORF57		1	1	127	0.8%	No
NCAPD2		1	1	127	0.8%	No
LHX9		1	1	127	0.8%	No
FBXO43		1	1	127	0.8%	No
CLEC7A		1	1	127	0.8%	No
MFGE8		1	1	127	0.8%	No
PRKAG1		1	1	127	0.8%	No
LOXL4		1	1	127	0.8%	No
MELTF		2	2	127	1.6%	No
HELZ		1	1	127	0.8%	No
ZNF598		1	1	127	0.8%	No
TMEM225		1	1	127	0.8%	No
OR8D4		1	1	127	0.8%	No
TFDP3		1	1	127	0.8%	No
CENATAC		1	1	127	0.8%	No
PARP6		2	2	127	1.6%	No
ANXA1		2	2	127	1.6%	No
PLCZ1		2	1	127	0.8%	No
G2E3		1	1	127	0.8%	No
PRKACA		1	1	127	0.8%	Yes
PAN2		1	1	127	0.8%	No
SEC16B		1	1	127	0.8%	No
HDX		1	1	127	0.8%	No
ANXA3		2	2	127	1.6%	No
MFAP1		1	1	127	0.8%	No
ZBTB5		2	2	127	1.6%	No
C1RL		1	1	127	0.8%	No
TCEAL8		1	1	127	0.8%	No
CHD7		2	2	127	1.6%	No
ANXA5		1	1	127	0.8%	No
ZBTB40		2	2	127	1.6%	No
FZD10		1	1	127	0.8%	No
DEPDC1		3	3	127	2.4%	No
MFAP4		1	1	127	0.8%	No
KIF14		1	1	127	0.8%	No
AKAP13		4	3	127	2.4%	No
ELMOD3		1	1	127	0.8%	No
IRAK3		1	1	127	0.8%	No
AKAP10		1	1	127	0.8%	No
AKAP11		2	2	127	1.6%	No
PRKCE		2	2	127	1.6%	No
PRKCH		1	1	127	0.8%	No
FBXL2		1	1	127	0.8%	No
MIA2		1	1	127	0.8%	No
PLPP1		1	1	127	0.8%	No
XYLB		1	1	127	0.8%	No
TMEM184B		1	1	127	0.8%	No
MGMT		1	1	127	0.8%	No
ZIM3		1	1	127	0.8%	No
NAT8L		1	1	127	0.8%	No
DNAJB5		1	1	127	0.8%	No
TFEC		1	1	127	0.8%	No
LAMB4		2	2	127	1.6%	No
PRDX5		1	1	127	0.8%	No
ANKMY1		1	1	127	0.8%	No
BFAR		1	1	127	0.8%	No
KIF18A		3	3	127	2.4%	No
OR4M1		1	1	127	0.8%	No
VN1R4		1	1	127	0.8%	No
TLR7		1	1	127	0.8%	No
ACSS3		1	1	127	0.8%	No
SLC25A12		1	1	127	0.8%	No
APAF1		2	2	127	1.6%	No
PRKCB		1	1	127	0.8%	No
NOP14		1	1	127	0.8%	No
PUM3		1	1	127	0.8%	No
MGAT5		2	2	127	1.6%	No
FAM193A		4	3	127	2.4%	No
STOX2		1	1	127	0.8%	No
KLF7		2	2	127	1.6%	No
OR1L8		1	1	127	0.8%	No
ARHGAP25		1	1	127	0.8%	No
PRKDC		3	3	127	2.4%	Yes
CIITA		2	2	127	1.6%	Yes
NIPBL		4	3	127	2.4%	No
RSPH10B		1	1	127	0.8%	No
MAPK1		2	2	127	1.6%	Yes
ASMTL		1	1	127	0.8%	Yes
MAPK6		1	1	127	0.8%	No
USP12		1	1	127	0.8%	No
CD99		1	1	127	0.8%	No
SLC29A4		1	1	127	0.8%	No
HECTD1		2	2	127	1.6%	No
SULT4A1		1	1	127	0.8%	No
ZNF681		2	2	127	1.6%	No
MGAT4C		1	1	127	0.8%	No
PSMG2		1	1	127	0.8%	No
BBX		1	1	127	0.8%	No
INTS8		1	1	127	0.8%	No
APC		4	2	127	1.6%	Yes
ADIPOR2		1	1	127	0.8%	No
PGBD5		1	1	127	0.8%	Yes
APEX1		2	2	127	1.6%	No
GPR173		1	1	127	0.8%	No
ZNF692		2	2	127	1.6%	No
FATE1		2	2	127	1.6%	No
RIC3		1	1	127	0.8%	No
USP48		1	1	127	0.8%	No
TYRO3		1	1	127	0.8%	Yes
RTCA		1	1	127	0.8%	No
SLC23A2		1	1	127	0.8%	No
DNAH17		2	2	127	1.6%	No
TTLL1		2	2	127	1.6%	No
ZNF814		2	2	127	1.6%	No
BIRC3		1	1	127	0.8%	Yes
BCL6B		1	1	127	0.8%	No
HIF1AN		1	1	127	0.8%	No
SLC12A9		1	1	127	0.8%	No
COQ8A		1	1	127	0.8%	No
PRPF40A		1	1	127	0.8%	No
APLP2		1	1	127	0.8%	No
DENND4C		1	1	127	0.8%	No
KIF15		3	3	127	2.4%	No
FAT4		4	4	127	3.1%	Yes
CHPT1		1	1	127	0.8%	No
APOB		4	4	127	3.1%	No
USP15		1	1	127	0.8%	No
ARMC7		1	1	127	0.8%	No
OR5I1		2	2	127	1.6%	No
MTHFD2		1	1	127	0.8%	No
PCDHGB4		1	1	127	0.8%	No
NUP153		1	1	127	0.8%	No
ZRSR2P1		2	1	127	0.8%	No
TNFAIP8		1	1	127	0.8%	No
MITF		1	1	127	0.8%	Yes
ATXN3		1	1	127	0.8%	No
MKI67		1	1	127	0.8%	Yes
DCHS1		5	4	127	3.1%	No
MKLN1		1	1	127	0.8%	No
MID1		1	1	127	0.8%	No
KDM1B		1	1	127	0.8%	No
ATP8B3		2	2	127	1.6%	No
NBPF1		1	1	127	0.8%	No
PPP4R3A		1	1	127	0.8%	No
IWS1		2	2	127	1.6%	No
DPM3		1	1	127	0.8%	No
MED12		5	4	127	3.1%	Yes
OASL		1	1	127	0.8%	No
LIMS2		1	1	127	0.8%	No
VSTM4		1	1	127	0.8%	No
KCTD7		1	1	127	0.8%	No
DOP1B		1	1	127	0.8%	No
MAP3K11		3	2	127	1.6%	No
UBE2D2		1	1	127	0.8%	No
MAP4K5		1	1	127	0.8%	No
AFF1		3	3	127	2.4%	Yes
REC8		2	2	127	1.6%	No
STAB1		1	1	127	0.8%	No
PCDHGC5		1	1	127	0.8%	No
SYNE3		1	1	127	0.8%	No
USP41		1	1	127	0.8%	No
CLEC4F		1	1	127	0.8%	No
RNF182		1	1	127	0.8%	No
TIGD3		3	1	127	0.8%	No
APP		2	2	127	1.6%	No
MLH1		1	1	127	0.8%	Yes
KLK3		1	1	127	0.8%	No
ZIC5		1	1	127	0.8%	No
SNX13		2	2	127	1.6%	No
CCNB3		2	2	127	1.6%	Yes
MAPK8IP3		1	1	127	0.8%	No
SHROOM2		2	2	127	1.6%	No
RHPN2		1	1	127	0.8%	No
MPRIP		1	1	127	0.8%	No
SLC22A16		2	2	127	1.6%	No
UBC		3	2	127	1.6%	No
PKP3		1	1	127	0.8%	No
FXYD5		2	2	127	1.6%	No
OR5AC2		1	1	127	0.8%	No
CCDC110		1	1	127	0.8%	No
EIF3B		1	1	127	0.8%	No
EIF3C		1	1	127	0.8%	No
PTBP3		3	3	127	2.4%	No
RGS7		1	1	127	0.8%	No
EIF3A		4	4	127	3.1%	No
RGS12		2	2	127	1.6%	No
ABCB8		1	1	127	0.8%	No
ABAT		1	1	127	0.8%	No
EIF3F		1	1	127	0.8%	No
SEC23IP		2	2	127	1.6%	No
PASK		1	1	127	0.8%	Yes
RGL1		1	1	127	0.8%	No
ERICH3		1	1	127	0.8%	No
SLC12A6		1	1	127	0.8%	No
CEP41		1	1	127	0.8%	No
RHBDL3		1	1	127	0.8%	No
AQP7		1	1	127	0.8%	No
RAB42		1	1	127	0.8%	No
ABRAXAS2		1	1	127	0.8%	No
DNAJC14		1	1	127	0.8%	No
AR		2	2	127	1.6%	Yes
ABCC6		1	1	127	0.8%	No
LPIN1		1	1	127	0.8%	No
SEPTIN8		1	1	127	0.8%	No
GPR84		1	1	127	0.8%	No
UBR1		2	1	127	0.8%	No
TNKS		2	2	127	1.6%	No
C11ORF24		2	1	127	0.8%	No
ABCA2		1	1	127	0.8%	No
ABCA3		2	2	127	1.6%	No
GPR87		1	1	127	0.8%	No
ABCB7		1	1	127	0.8%	No
ABCF1		2	2	127	1.6%	No
ABCA4		1	1	127	0.8%	No
COQ10A		1	1	127	0.8%	No
ABL1		3	3	127	2.4%	Yes
GRK1		1	1	127	0.8%	No
UBP1		2	2	127	1.6%	No
EIF4G3		2	2	127	1.6%	No
AOC1		1	1	127	0.8%	No
BECN1		1	1	127	0.8%	No
STX11		1	1	127	0.8%	No
BTNL9		1	1	127	0.8%	No
RICTOR		1	1	127	0.8%	Yes
NACAD		2	2	127	1.6%	No
ARF1		1	1	127	0.8%	No
ZIC4		1	1	127	0.8%	No
CABS1		1	1	127	0.8%	No
STON2		2	2	127	1.6%	No
ZZEF1		1	1	127	0.8%	No
ANKLE2		1	1	127	0.8%	No
C4ORF17		1	1	127	0.8%	No
B4GALNT4		1	1	127	0.8%	No
LRCH1		1	1	127	0.8%	No
UBE3A		1	1	127	0.8%	No
PSIP1		1	1	127	0.8%	Yes
WDHD1		1	1	127	0.8%	No
ACACA		3	3	127	2.4%	No
ACACB		2	2	127	1.6%	No
MARVELD2		1	1	127	0.8%	No
ACADSB		1	1	127	0.8%	No
SRSF9		1	1	127	0.8%	No
ADAMTS7		1	1	127	0.8%	No
HCN1		1	1	127	0.8%	No
OR9K2		2	2	127	1.6%	No
ADAMTS6		1	1	127	0.8%	No
TSPAN11		2	2	127	1.6%	No
ARG1		1	1	127	0.8%	No
RHOA		3	3	127	2.4%	Yes
RHOB		1	1	127	0.8%	No
RHOC		2	2	127	1.6%	No
CIC		1	1	127	0.8%	Yes
RLF		2	2	127	1.6%	No
BAZ1A		1	1	127	0.8%	No
RLN2		1	1	127	0.8%	No
ZNF626		1	1	127	0.8%	No
OR11H1		3	3	127	2.4%	No
AMER1		3	3	127	2.4%	Yes
ACHE		1	1	127	0.8%	No
ACLY		1	1	127	0.8%	No
DGAT1		1	1	127	0.8%	No
UGT2B17		1	1	127	0.8%	No
CDC37		1	1	127	0.8%	No
ACR		1	1	127	0.8%	No
PKIG		1	1	127	0.8%	No
CLASP2		2	2	127	1.6%	No
CAMTA2		1	1	127	0.8%	No
POGZ		3	3	127	2.4%	No
HYAL2		1	1	127	0.8%	No
RAD54B		2	2	127	1.6%	No
ARHGAP5		4	3	127	2.4%	No
ARHGAP6		1	1	127	0.8%	No
UGP2		1	1	127	0.8%	No
PLXND1		1	1	127	0.8%	No
ACAD11		1	1	127	0.8%	No
RBMXL1		2	2	127	1.6%	No
RASGRP3		1	1	127	0.8%	No
LRRIQ1		4	4	127	3.1%	No
CEP295		1	1	127	0.8%	No
ATP10B		2	2	127	1.6%	No
TNKS1BP1		1	1	127	0.8%	No
OR51A7		1	1	127	0.8%	No
RAB3GAP2		1	1	127	0.8%	No
ZNF394		1	1	127	0.8%	No
CFAP74		2	2	127	1.6%	No
ACO2		1	1	127	0.8%	No
OR4F17		1	1	127	0.8%	No
TSPYL5		1	1	127	0.8%	No
COL14A1		1	1	127	0.8%	No
USP4		1	1	127	0.8%	No
DRGX		1	1	127	0.8%	No
PHF8		1	1	127	0.8%	No
KDM6B		2	1	127	0.8%	No
EPB41L3		1	1	127	0.8%	No
IGLV1-50		1	1	127	0.8%	No
SMC5		1	1	127	0.8%	No
ZNF324		1	1	127	0.8%	No
KANK4		2	2	127	1.6%	No
RNASEL		1	1	127	0.8%	No
UMPS		1	1	127	0.8%	No
MAST2		1	1	127	0.8%	No
KIAA1755		3	2	127	1.6%	No
CIZ1		1	1	127	0.8%	No
FSCN2		1	1	127	0.8%	No
FBXO7		2	2	127	1.6%	No
ZFHX2		2	2	127	1.6%	No
LDB3		1	1	127	0.8%	No
LRRCC1		1	1	127	0.8%	No
ACTB		1	1	127	0.8%	Yes
THAP10		2	2	127	1.6%	No
HELZ2		1	1	127	0.8%	No
PGBD2		1	1	127	0.8%	No
RABL2A		1	1	127	0.8%	No
PWWP3B		2	2	127	1.6%	No
RABL2B		1	1	127	0.8%	No
NDUFA4L2		1	1	127	0.8%	No
DOCK7		3	2	127	1.6%	No
UQCRC2		1	1	127	0.8%	No
DDN		1	1	127	0.8%	No
UROD		1	1	127	0.8%	No
ZC3H6		3	3	127	2.4%	No
MYBPHL		1	1	127	0.8%	No
IQUB		1	1	127	0.8%	No
MCF2L2		2	2	127	1.6%	No
TBC1D2B		2	2	127	1.6%	No
RNH1		1	1	127	0.8%	No
RNPEP		1	1	127	0.8%	No
PTPRT		3	3	127	2.4%	Yes
SYDE2		1	1	127	0.8%	No
GFM1		1	1	127	0.8%	No
ACTG1		1	1	127	0.8%	Yes
FAF1		1	1	127	0.8%	Yes
FAM161A		1	1	127	0.8%	No
IFT46		1	1	127	0.8%	No
C1GALT1		1	1	127	0.8%	No
USP1		2	2	127	1.6%	No
USH2A		5	4	127	3.1%	No
ZWINT		2	2	127	1.6%	No
TNRC6B		3	3	127	2.4%	No
CUL9		1	1	127	0.8%	No
CBY1		1	1	127	0.8%	No
DSTYK		1	1	127	0.8%	No
TOGARAM1		2	2	127	1.6%	No
NPIPB3		1	1	127	0.8%	No
PHF20		1	1	127	0.8%	No
LINC00207		1	1	127	0.8%	No
VRK3		1	1	127	0.8%	No
EMC4		1	1	127	0.8%	No
SLC7A6OS		1	1	127	0.8%	No
ZNRF3		1	1	127	0.8%	Yes
ACTN4		1	1	127	0.8%	No
CAPN10		2	2	127	1.6%	No
USP42		1	1	127	0.8%	No
CDC42EP1		2	2	127	1.6%	No
PWP1		1	1	127	0.8%	No
FBXO17		1	1	127	0.8%	No
ANKRD39		1	1	127	0.8%	No
NMUR2		1	1	127	0.8%	No
FHDC1		3	3	127	2.4%	No
ANGEL2		1	1	127	0.8%	No
TBC1D8		2	2	127	1.6%	No
ZNF518B		1	1	127	0.8%	No
CADM4		1	1	127	0.8%	No
SLC6A18		1	1	127	0.8%	No
USP8		5	4	127	3.1%	Yes
SGSM1		3	3	127	2.4%	No
ANO5		1	1	127	0.8%	No
SYTL1		1	1	127	0.8%	No
SLC39A13		2	2	127	1.6%	No
PTCHD3		1	1	127	0.8%	No
ANKRD24		1	1	127	0.8%	No
ZMIZ2		1	1	127	0.8%	No
ZNF721		1	1	127	0.8%	No
SACS		2	2	127	1.6%	No
TINF2		1	1	127	0.8%	No
KLC3		1	1	127	0.8%	No
ACVR2A		1	1	127	0.8%	Yes
CCDC183		3	1	127	0.8%	No
TMEM247		2	2	127	1.6%	No
LATS1		1	1	127	0.8%	Yes
SHISA9		2	2	127	1.6%	No
SLC35E2B		1	1	127	0.8%	No
DCAF8		1	1	127	0.8%	No
DOCK8-AS1		1	1	127	0.8%	No
ZNF431		1	1	127	0.8%	No
NUDCD1		1	1	127	0.8%	No
KIR2DL4		2	2	127	1.6%	No
CLDN17		1	1	127	0.8%	No
MFSD2B		1	1	127	0.8%	No
FSD2		1	1	127	0.8%	No
SLC22A25		1	1	127	0.8%	No
TENT5D		1	1	127	0.8%	No
AK5		1	1	127	0.8%	No
PCARE		1	1	127	0.8%	No
KIF5C		2	2	127	1.6%	No
KIFC3		1	1	127	0.8%	No
FGF20		1	1	127	0.8%	No
KIR2DL1		1	1	127	0.8%	No
ROS1		1	1	127	0.8%	Yes
CNOT9		1	1	127	0.8%	No
SMC3		1	1	127	0.8%	Yes
FBXW8		1	1	127	0.8%	No
WDR38		2	2	127	1.6%	No
GJD2		1	1	127	0.8%	No
FAM167A-AS1		1	1	127	0.8%	No
TSEN54		1	1	127	0.8%	No
KLK2		1	1	127	0.8%	Yes
HID1		1	1	127	0.8%	No
CLEC4E		1	1	127	0.8%	No
CABYR		1	1	127	0.8%	No
FADS6		1	1	127	0.8%	No
C2ORF78		1	1	127	0.8%	No
SLC35G5		1	1	127	0.8%	No
CCDC168		2	2	127	1.6%	No
KIR3DL2		1	1	127	0.8%	No
ARHGEF1		2	2	127	1.6%	No
KHDRBS2		1	1	127	0.8%	No
AIFM1		1	1	127	0.8%	No
TEX101		1	1	127	0.8%	No
LINC02692		1	1	127	0.8%	No
TOX2		2	2	127	1.6%	No
DISP1		1	1	127	0.8%	No
KNG1		1	1	127	0.8%	No
FAM167A		1	1	127	0.8%	No
SELENOO		1	1	127	0.8%	No
TSPYL6		1	1	127	0.8%	No
MFSD5		1	1	127	0.8%	No
C1ORF94		1	1	127	0.8%	No
WDR36		1	1	127	0.8%	No
KLRC1		1	1	127	0.8%	No
FHAD1		2	2	127	1.6%	No
CENPS		1	1	127	0.8%	No
ALG1		1	1	127	0.8%	No
LCE2B		1	1	127	0.8%	No
LENG8		1	1	127	0.8%	No
PNMA5		1	1	127	0.8%	No
KPNB1		1	1	127	0.8%	No
TIAM2		3	3	127	2.4%	No
FBXL6		1	1	127	0.8%	No
KIFC1		1	1	127	0.8%	No
KIF25		1	1	127	0.8%	No
KIF22		1	1	127	0.8%	No
SORCS1		1	1	127	0.8%	No
LIN54		1	1	127	0.8%	No
METTL2A		1	1	127	0.8%	No
LGALS9C		1	1	127	0.8%	No
CTDP1		1	1	127	0.8%	No
OR2L2		1	1	127	0.8%	No
KLHL3		1	1	127	0.8%	No
SLC28A2		1	1	127	0.8%	No
SLC6A5		1	1	127	0.8%	No
KLHL4		1	1	127	0.8%	No
KRT1		1	1	127	0.8%	No
FTL		1	1	127	0.8%	No
PARP9		2	1	127	0.8%	No
TLN2		1	1	127	0.8%	No
KPNA4		1	1	127	0.8%	No
KPNA5		2	2	127	1.6%	No
UBL7		1	1	127	0.8%	No
PIGY		1	1	127	0.8%	No
IPO5		1	1	127	0.8%	No
KRAS	2.470e-3	2	2	127	1.6%	Yes
SCAF11		2	2	127	1.6%	No
KANK1		1	1	127	0.8%	No
IGKV2D-40		1	1	127	0.8%	No
FDCSP		1	1	127	0.8%	No
FUT3		1	1	127	0.8%	No
KRT12		1	1	127	0.8%	No
DIP2A		1	1	127	0.8%	No
FUS		1	1	127	0.8%	Yes
LARP4B		2	1	127	0.8%	Yes
IGKV3D-20		1	1	127	0.8%	No
PHLDB1		2	2	127	1.6%	No
CLPTM1L		1	1	127	0.8%	No
CALN1		1	1	127	0.8%	No
HSDL1		1	1	127	0.8%	No
KCNH6		1	1	127	0.8%	No
RPS6KL1		1	1	127	0.8%	No
KRT9		1	1	127	0.8%	No
CRISPLD1		1	1	127	0.8%	No
CDK11A		1	1	127	0.8%	No
NHLRC2		2	2	127	1.6%	No
GSE1		3	3	127	2.4%	No
MYOM2		2	2	127	1.6%	No
MAGI3		2	2	127	1.6%	No
ATG4B		1	1	127	0.8%	No
GANAB		3	3	127	2.4%	No
FYN		1	1	127	0.8%	Yes
MDN1		5	5	127	3.9%	No
CLN3		1	1	127	0.8%	No
FAM120A		1	1	127	0.8%	No
FUT8		1	1	127	0.8%	No
PSME4		1	1	127	0.8%	No
G6PC1		1	1	127	0.8%	No
UBXN4		1	1	127	0.8%	No
OLFML2B		1	1	127	0.8%	No
TRAPPC8		2	2	127	1.6%	No
DDX21		1	1	127	0.8%	No
WNK1		3	3	127	2.4%	No
KRT19		1	1	127	0.8%	No
AHCTF1		2	2	127	1.6%	No
IGSF10		1	1	127	0.8%	No
KRT32		2	2	127	1.6%	No
C3ORF33		1	1	127	0.8%	No
HES3		1	1	127	0.8%	No
OSMR		1	1	127	0.8%	No
ARHGEF2		1	1	127	0.8%	No
SEC31A		1	1	127	0.8%	Yes
SLC24A1		1	1	127	0.8%	No
PLEKHA6		3	2	127	1.6%	No
ENPP4		1	1	127	0.8%	No
PRAMEF12		1	1	127	0.8%	No
REPS2		1	1	127	0.8%	No
INPP5F		1	1	127	0.8%	No
TXNDC15		1	1	127	0.8%	No
CFAP92		1	1	127	0.8%	No
FAM153B		2	2	127	1.6%	No
TBCE		1	1	127	0.8%	No
NLGN4X		1	1	127	0.8%	No
TBP		1	1	127	0.8%	No
TBL1X		1	1	127	0.8%	No
CLTC		1	1	127	0.8%	Yes
ZFHX4		4	3	127	2.4%	No
STARD5		1	1	127	0.8%	No
PLEKHA5		1	1	127	0.8%	No
THAP7		1	1	127	0.8%	No
KRT17		1	1	127	0.8%	No
MTUS1		1	1	127	0.8%	No
DNER		1	1	127	0.8%	No
SESTD1		1	1	127	0.8%	No
KRT18		1	1	127	0.8%	No
MALT1		1	1	127	0.8%	Yes
PRSS58		2	1	127	0.8%	No
LYVE1		1	1	127	0.8%	No
TBCC		2	2	127	1.6%	No
CCDC74B		1	1	127	0.8%	No
MMS22L		1	1	127	0.8%	No
UBOX5		1	1	127	0.8%	No
RTTN		1	1	127	0.8%	No
POT1		1	1	127	0.8%	Yes
KRT86		1	1	127	0.8%	No
GABRB2		1	1	127	0.8%	No
ANKRD6		1	1	127	0.8%	No
SLC6A17		1	1	127	0.8%	No
GABRB1		1	1	127	0.8%	No
DEDD		1	1	127	0.8%	No
CLSTN1		1	1	127	0.8%	No
TRMT13		1	1	127	0.8%	No
GEMIN7		1	1	127	0.8%	No
FOXJ3		2	2	127	1.6%	No
GABRA6		1	1	127	0.8%	Yes
TCEA1		1	1	127	0.8%	Yes
GPR158		1	1	127	0.8%	No
TBXAS1		1	1	127	0.8%	No
GABRA4		1	1	127	0.8%	No
