Gene	MutSig(Q-value)	# Mut	#	Profiled Samples	Freq	Is Cancer Gene (source: OncoKB)
LRRIQ1		3	3	88	3.4%	No
ATP10B		2	2	88	2.3%	No
TNKS1BP1		2	2	88	2.3%	No
DISP2		1	1	88	1.1%	No
ACP6		1	1	88	1.1%	No
OR4F17		1	1	88	1.1%	No
GP6		1	1	88	1.1%	No
SPANXN2		1	1	88	1.1%	No
RAB9B		1	1	88	1.1%	No
ACP3		1	1	88	1.1%	No
MYOM3		1	1	88	1.1%	No
COL14A1		3	3	88	3.4%	No
NR1H2		1	1	88	1.1%	No
ACTA1		1	1	88	1.1%	No
DRGX		1	1	88	1.1%	No
PHF8		1	1	88	1.1%	No
SASS6		1	1	88	1.1%	No
EPB41L3		1	1	88	1.1%	No
UCK2		1	1	88	1.1%	No
CFAP45		2	2	88	2.3%	No
ATG2A		1	1	88	1.1%	No
PPP1R3F		1	1	88	1.1%	No
ACTB		1	1	88	1.1%	Yes
HELZ2		1	1	88	1.1%	No
KNDC1		1	1	88	1.1%	No
UQCRC2		1	1	88	1.1%	No
SLC26A5		1	1	88	1.1%	No
UROD		2	2	88	2.3%	No
ABCE1		1	1	88	1.1%	No
IQUB		1	1	88	1.1%	No
TCTE1		1	1	88	1.1%	No
IFNL2		1	1	88	1.1%	No
ACTG1		2	2	88	2.3%	Yes
ZNF644		1	1	88	1.1%	No
USH2A		4	4	88	4.5%	No
TNRC6B		1	1	88	1.1%	No
NFASC		1	1	88	1.1%	No
TAB2		1	1	88	1.1%	No
CRIM1		2	2	88	2.3%	No
DRICH1		1	1	88	1.1%	No
SELENOI		1	1	88	1.1%	No
ACTN4		1	1	88	1.1%	No
CDC42EP1		1	1	88	1.1%	No
SSH2		1	1	88	1.1%	No
TANC1		1	1	88	1.1%	No
PAK6		1	1	88	1.1%	No
TBC1D8		1	1	88	1.1%	No
ZNF518B		3	3	88	3.4%	No
SGSM1		2	2	88	2.3%	No
ZPLD1		1	1	88	1.1%	No
SNRNP48		1	1	88	1.1%	No
ANO5		1	1	88	1.1%	No
FBXO4		1	1	88	1.1%	No
TDRD9		2	2	88	2.3%	No
ANKRD24		2	2	88	2.3%	No
VPS33B		1	1	88	1.1%	No
ZNF304		1	1	88	1.1%	No
KLC3		1	1	88	1.1%	No
ACY1		1	1	88	1.1%	No
RSPH4A		2	2	88	2.3%	No
ACYP1		1	1	88	1.1%	No
FBXO6		2	2	88	2.3%	No
TMEM247		1	1	88	1.1%	No
SHISA9		1	1	88	1.1%	No
LYZL4		1	1	88	1.1%	No
SEC22C		1	1	88	1.1%	No
ZNF431		1	1	88	1.1%	No
NPHP4		1	1	88	1.1%	No
MTMR4		1	1	88	1.1%	No
KIR2DL4		2	2	88	2.3%	No
PLEKHD1		1	1	88	1.1%	No
MTMR7		1	1	88	1.1%	No
KIF5C		1	1	88	1.1%	No
LYPD4		2	2	88	2.3%	No
ROS1		2	2	88	2.3%	Yes
ROBO2		1	1	88	1.1%	No
ROBO1		1	1	88	1.1%	Yes
TIPRL		1	1	88	1.1%	No
ROCK1		1	1	88	1.1%	No
KIT		1	1	88	1.1%	Yes
KLK2		2	2	88	2.3%	Yes
KCNG2		1	1	88	1.1%	No
OPTC		1	1	88	1.1%	No
CEP19		1	1	88	1.1%	No
BMPER		1	1	88	1.1%	No
RABEP1		1	1	88	1.1%	Yes
RRP9		1	1	88	1.1%	No
CCNE2		1	1	88	1.1%	No
CBFA2T2		1	1	88	1.1%	No
AIFM1		1	1	88	1.1%	No
TEX101		1	1	88	1.1%	No
TOX2		1	1	88	1.1%	No
FBXO25		1	1	88	1.1%	No
KNG1		1	1	88	1.1%	No
FBXO22		1	1	88	1.1%	No
FAM167A		1	1	88	1.1%	No
LINC02872		1	1	88	1.1%	No
CCDC3		1	1	88	1.1%	No
C1ORF94		1	1	88	1.1%	No
KLRC3		1	1	88	1.1%	No
HGS		2	2	88	2.3%	No
CENPS		1	1	88	1.1%	No
RHOJ		1	1	88	1.1%	No
TIAM2		1	1	88	1.1%	No
GARIN5B		1	1	88	1.1%	No
KPNA3		1	1	88	1.1%	No
FBXL5		1	1	88	1.1%	No
KIF11		1	1	88	1.1%	No
KIFC1		1	1	88	1.1%	No
KIF22		3	1	88	1.1%	No
EXO1		1	1	88	1.1%	No
KLHL29		1	1	88	1.1%	No
SLC28A2		1	1	88	1.1%	No
UBFD1		1	1	88	1.1%	No
SLC6A5		1	1	88	1.1%	No
KLHL4		2	2	88	2.3%	No
CLTRN		1	1	88	1.1%	No
KRT1		1	1	88	1.1%	No
SESN2		1	1	88	1.1%	Yes
KRT2		2	2	88	2.3%	No
PARP9		1	1	88	1.1%	No
WDR62		1	1	88	1.1%	No
SKIDA1		1	1	88	1.1%	No
TLN2		1	1	88	1.1%	No
TNPO1		2	2	88	2.3%	No
FUCA2		1	1	88	1.1%	No
RNF157		1	1	88	1.1%	No
SCAF11		1	1	88	1.1%	No
SPATA18		1	1	88	1.1%	No
TRIM64C		1	1	88	1.1%	No
KANK1		1	1	88	1.1%	No
WASHC2A		1	1	88	1.1%	No
IQCJ-SCHIP1		1	1	88	1.1%	No
DGKI		1	1	88	1.1%	No
RFTN1		1	1	88	1.1%	No
DIP2A		2	2	88	2.3%	No
TRAPPC9		1	1	88	1.1%	No
GAST		1	1	88	1.1%	No
OR2B6		1	1	88	1.1%	No
SLC2A10		1	1	88	1.1%	No
KCNH6		2	2	88	2.3%	No
KRT6B		1	1	88	1.1%	No
FUT5		1	1	88	1.1%	No
CRISPLD1		2	2	88	2.3%	No
AP4M1		1	1	88	1.1%	No
CDK11A		1	1	88	1.1%	No
ICA1L		1	1	88	1.1%	No
NHLRC2		1	1	88	1.1%	No
SPATC1		2	2	88	2.3%	No
MYOM2		1	1	88	1.1%	No
MAP3K13		1	1	88	1.1%	Yes
B3GAT3		1	1	88	1.1%	No
IGKV2D-30		1	1	88	1.1%	No
MDN1		3	3	88	3.4%	No
CLN3		1	1	88	1.1%	No
ACKR1		1	1	88	1.1%	No
CLPTM1		2	2	88	2.3%	No
OLFML2B		1	1	88	1.1%	No
PRAMEF1		1	1	88	1.1%	No
TRAPPC8		1	1	88	1.1%	No
MTHFD1L		1	1	88	1.1%	No
PRAMEF2		2	2	88	2.3%	No
SOWAHC		1	1	88	1.1%	No
AHCTF1		2	2	88	2.3%	No
GABBR1		1	1	88	1.1%	No
SEC31A		1	1	88	1.1%	Yes
PLEKHA6		3	3	88	3.4%	No
REPS2		1	1	88	1.1%	No
INPP5F		1	1	88	1.1%	No
SERPINA7		1	1	88	1.1%	No
CFAP92		1	1	88	1.1%	No
XRCC6		1	1	88	1.1%	No
NLGN4X		1	1	88	1.1%	No
MCTP1		1	1	88	1.1%	No
ITIH5		1	1	88	1.1%	No
TBL1X		1	1	88	1.1%	No
GRTP1		1	1	88	1.1%	No
CLTC		1	1	88	1.1%	Yes
ZFHX4		3	3	88	3.4%	No
PPARGC1A		2	2	88	2.3%	No
CNTN2		1	1	88	1.1%	No
KRT18		1	1	88	1.1%	No
ADHFE1		1	1	88	1.1%	Yes
AARS2		1	1	88	1.1%	No
BTF3L4		1	1	88	1.1%	No
TBCC		1	1	88	1.1%	No
MMS22L		1	1	88	1.1%	No
RTTN		1	1	88	1.1%	No
KHDC4		1	1	88	1.1%	No
C1ORF115		1	1	88	1.1%	No
OR4D2		1	1	88	1.1%	No
LRRC74A		1	1	88	1.1%	No
GABRA2		1	1	88	1.1%	No
CIART		1	1	88	1.1%	No
LINC02914		1	1	88	1.1%	No
TBX5		1	1	88	1.1%	No
TBX15		1	1	88	1.1%	No
STARD9		3	3	88	3.4%	No
WASHC2C		1	1	88	1.1%	No
LMTK2		1	1	88	1.1%	No
OTULINL		1	1	88	1.1%	No
CFHR4		1	1	88	1.1%	No
HNF1A		1	1	88	1.1%	Yes
EDDM3A		1	1	88	1.1%	No
TMX3		1	1	88	1.1%	No
GABRG3		1	1	88	1.1%	No
PCDH19		1	1	88	1.1%	No
GABRG2		1	1	88	1.1%	No
CCR5		1	1	88	1.1%	No
GABRG1		1	1	88	1.1%	No
HECW2		1	1	88	1.1%	No
CCR3		1	1	88	1.1%	No
KTN1		2	2	88	2.3%	Yes
AFF3		2	1	88	1.1%	Yes
TBX3	3.680e-11	5	5	88	5.7%	Yes
RTL9		1	1	88	1.1%	No
TCF4		1	1	88	1.1%	No
ZNF354A		1	1	88	1.1%	No
NLRP1		1	1	88	1.1%	No
ERVMER34-1		1	1	88	1.1%	No
CCDC82		1	1	88	1.1%	No
ATG14		1	1	88	1.1%	No
SLC2A14		1	1	88	1.1%	No
SLITRK3		1	1	88	1.1%	No
MAP2K5		1	1	88	1.1%	No
MAP2K6		1	1	88	1.1%	No
ATOSA		1	1	88	1.1%	No
ELAPOR1		1	1	88	1.1%	No
TMED8		1	1	88	1.1%	No
C1QL1		1	1	88	1.1%	No
TCF7		1	1	88	1.1%	No
ALPK3		1	1	88	1.1%	No
MAP2K1		1	1	88	1.1%	Yes
TSR2		1	1	88	1.1%	No
RHOBTB3		1	1	88	1.1%	No
TCP1		1	1	88	1.1%	No
GANC		1	1	88	1.1%	No
CNGA4		1	1	88	1.1%	No
WDR17		2	2	88	2.3%	No
CNGA3		1	1	88	1.1%	No
CEP162		2	2	88	2.3%	No
USH1G		1	1	88	1.1%	No
CCDC138		1	1	88	1.1%	No
PDP2		1	1	88	1.1%	No
PGRMC1		1	1	88	1.1%	No
LILRB1		2	2	88	2.3%	No
TCF20		1	1	88	1.1%	No
TCF19		1	1	88	1.1%	No
THAP12		2	2	88	2.3%	No
MLX		1	1	88	1.1%	No
FRMPD1		1	1	88	1.1%	No
TMEM71		2	2	88	2.3%	No
CNTN1		1	1	88	1.1%	No
TAOK1		1	1	88	1.1%	No
INTS5		1	1	88	1.1%	No
DNHD1		1	1	88	1.1%	No
PPM1E		2	2	88	2.3%	No
SEMA6A		1	1	88	1.1%	No
ARID5A		1	1	88	1.1%	Yes
FLG2		1	1	88	1.1%	No
USP19		1	1	88	1.1%	No
DNAH14		1	1	88	1.1%	No
CNN3		1	1	88	1.1%	No
GAP43		1	1	88	1.1%	No
NLGN2		1	1	88	1.1%	No
HRNR		2	2	88	2.3%	No
TCP10L3	4.430e-2	1	1	88	1.1%	No
HEXD		1	1	88	1.1%	No
ADAM28		1	1	88	1.1%	No
COL4A4		2	2	88	2.3%	No
COL4A3		1	1	88	1.1%	No
COL4A2		2	2	88	2.3%	No
PRNT		1	1	88	1.1%	No
SYT15		1	1	88	1.1%	No
SIPA1L2		1	1	88	1.1%	No
KLHL8		1	1	88	1.1%	No
COL1A2		1	1	88	1.1%	No
KLHL14		1	1	88	1.1%	No
SLC38A10		1	1	88	1.1%	No
AFDN		2	2	88	2.3%	Yes
ATF5		1	1	88	1.1%	No
PRPS2		1	1	88	1.1%	No
NR3C2		1	1	88	1.1%	No
PHLDA1		1	1	88	1.1%	No
PUF60		1	1	88	1.1%	No
SCAF8		1	1	88	1.1%	No
KLK6		1	1	88	1.1%	No
COL9A1		1	1	88	1.1%	No
CARNS1		1	1	88	1.1%	No
COL8A1		1	1	88	1.1%	No
COL7A1		1	1	88	1.1%	No
COL6A3		3	3	88	3.4%	No
COL6A2		1	1	88	1.1%	No
COL6A1		1	1	88	1.1%	No
COPG1		1	1	88	1.1%	No
COL5A2		1	1	88	1.1%	No
PDE10A		2	2	88	2.3%	No
IQSEC3		1	1	88	1.1%	No
COL5A1		1	1	88	1.1%	No
SRCAP		4	4	88	4.5%	No
PCDH10		1	1	88	1.1%	No
COL4A6		2	2	88	2.3%	No
COL4A5		1	1	88	1.1%	No
POLR1G		1	1	88	1.1%	No
DAB2IP		1	1	88	1.1%	No
MMP3		1	1	88	1.1%	No
RELN		1	1	88	1.1%	Yes
MMP10		2	2	88	2.3%	No
SHANK1		1	1	88	1.1%	No
MNAT1		1	1	88	1.1%	No
PSD		2	2	88	2.3%	No
PSEN1		1	1	88	1.1%	No
ZNF648		1	1	88	1.1%	No
IQCF5		1	1	88	1.1%	No
TSKU		1	1	88	1.1%	No
NEDD4L		1	1	88	1.1%	No
MBTPS2		1	1	88	1.1%	No
HOOK1		1	1	88	1.1%	No
COL9A3		1	1	88	1.1%	No
DNAH1		1	1	88	1.1%	No
ZNF662		1	1	88	1.1%	No
AAR2		1	1	88	1.1%	No
TANK		1	1	88	1.1%	No
HDAC6		1	1	88	1.1%	No
KANSL1		1	1	88	1.1%	No
PDCD6IP		1	1	88	1.1%	No
ZNG1E		1	1	88	1.1%	No
ANAPC1		1	1	88	1.1%	No
CAVIN4		1	1	88	1.1%	No
PSG6		2	2	88	2.3%	No
CLASP1		1	1	88	1.1%	No
NLRP9		1	1	88	1.1%	No
SZT2		2	2	88	2.3%	No
WDR7		4	4	88	4.5%	No
IBTK		2	2	88	2.3%	No
SYNM		1	1	88	1.1%	No
JADE2		2	2	88	2.3%	No
H1-3		1	1	88	1.1%	Yes
FAM222B		2	2	88	2.3%	No
ARNT		1	1	88	1.1%	Yes
HCN4		1	1	88	1.1%	No
MOBP		1	1	88	1.1%	No
TROAP		1	1	88	1.1%	No
DNAJC11		1	1	88	1.1%	No
ZFP64		2	2	88	2.3%	No
PSG1		1	1	88	1.1%	No
NAXD		1	1	88	1.1%	No
ARFGAP1		1	1	88	1.1%	No
FKBP15		1	1	88	1.1%	No
PSMA3		1	1	88	1.1%	No
PSMA5		1	1	88	1.1%	No
ARAP1		2	2	88	2.3%	No
TMEM87A		1	1	88	1.1%	No
AGAP3		1	1	88	1.1%	No
EHBP1		1	1	88	1.1%	No
KIF13B		2	2	88	2.3%	No
ACSL6		1	1	88	1.1%	Yes
DNAH11		2	2	88	2.3%	No
SIAE		1	1	88	1.1%	No
TBL1XR1	2.660e-2	7	6	88	6.8%	Yes
B3GALNT1		1	1	88	1.1%	No
TUT4		2	2	88	2.3%	No
MRE11		1	1	88	1.1%	Yes
CTSF		1	1	88	1.1%	No
DMXL2		1	1	88	1.1%	No
TIPARP		1	1	88	1.1%	Yes
SATB2		1	1	88	1.1%	No
CDK5RAP2		2	2	88	2.3%	No
CERS6		1	1	88	1.1%	No
OGDHL		1	1	88	1.1%	No
OGFOD3		1	1	88	1.1%	No
MPP3		2	2	88	2.3%	No
ABCC3		1	1	88	1.1%	No
AKT3		1	1	88	1.1%	Yes
NOL4		1	1	88	1.1%	No
CTRC		1	1	88	1.1%	No
GAB4		1	1	88	1.1%	No
UGGT2		1	1	88	1.1%	No
TNFRSF25		1	1	88	1.1%	No
GABARAP		1	1	88	1.1%	No
PHF6		1	1	88	1.1%	Yes
ZNF385A		1	1	88	1.1%	No
SYF2		1	1	88	1.1%	No
OR8H2		1	1	88	1.1%	No
RNGTT		1	1	88	1.1%	No
MAGEB16		1	1	88	1.1%	No
OR8K1		3	1	88	1.1%	No
TPGS2		1	1	88	1.1%	No
FAM98A		1	1	88	1.1%	No
ZNF792		1	1	88	1.1%	No
ZNF701		1	1	88	1.1%	No
TTC17		1	1	88	1.1%	No
DHX32		1	1	88	1.1%	No
ASL		2	2	88	2.3%	No
IFT122		1	1	88	1.1%	No
RBM27		1	1	88	1.1%	No
SEMA5B		1	1	88	1.1%	No
GBF1		1	1	88	1.1%	No
ADAM19		1	1	88	1.1%	No
KIFC2		1	1	88	1.1%	No
KANK2		1	1	88	1.1%	No
AKNA		2	2	88	2.3%	No
HCFC1		2	2	88	2.3%	No
HCCS		1	1	88	1.1%	No
SEC31B		2	1	88	1.1%	No
TSGA10		1	1	88	1.1%	No
EXOC2		1	1	88	1.1%	No
ASPH		1	1	88	1.1%	No
ZNF768		1	1	88	1.1%	No
MYOM1		2	2	88	2.3%	No
KDM6A		1	1	88	1.1%	Yes
CFAP44		1	1	88	1.1%	No
MYH13		2	2	88	2.3%	No
VASP		1	1	88	1.1%	No
VAV1		2	2	88	2.3%	Yes
ARHGEF15		1	1	88	1.1%	No
MYRIP		2	2	88	2.3%	No
GEMIN5		1	1	88	1.1%	No
SLC44A4		1	1	88	1.1%	No
CALHM4		1	1	88	1.1%	No
HDAC1		1	1	88	1.1%	Yes
HTT		1	1	88	1.1%	No
HCRTR1		1	1	88	1.1%	No
MCTP2		1	1	88	1.1%	No
SLC25A22		1	1	88	1.1%	No
TAF7L		1	1	88	1.1%	No
TXLNG		1	1	88	1.1%	No
ASB13		1	1	88	1.1%	No
ZNF415		3	3	88	3.4%	No
PRR3		1	1	88	1.1%	No
ATAD2B		2	2	88	2.3%	No
ADAM21		1	1	88	1.1%	No
VDAC2		1	1	88	1.1%	No
ADAM23		1	1	88	1.1%	No
NBPF9		1	1	88	1.1%	No
NCKAP1L		2	2	88	2.3%	No
PABPC4		1	1	88	1.1%	No
NSL1		2	2	88	2.3%	No
LEKR1		2	2	88	2.3%	No
HEATR5A		1	1	88	1.1%	No
XIRP1		1	1	88	1.1%	No
CDS2		1	1	88	1.1%	No
MEIOC		1	1	88	1.1%	No
RAB11A		1	1	88	1.1%	No
OR5D13		3	3	88	3.4%	No
RPGR	2.460e-2	2	2	88	2.3%	No
VIPR2		1	1	88	1.1%	No
RSRC2		1	1	88	1.1%	No
SRCIN1		2	2	88	2.3%	No
ACAD10		1	1	88	1.1%	No
ASTN1		3	3	88	3.4%	No
ZFHX3		3	3	88	3.4%	Yes
CCSER2		1	1	88	1.1%	No
CCDC7		1	1	88	1.1%	No
ATF1		1	1	88	1.1%	Yes
ZNF419		1	1	88	1.1%	No
ATF4		1	1	88	1.1%	No
THSD7B		1	1	88	1.1%	No
MPDZ		3	2	88	2.3%	No
IQCE		1	1	88	1.1%	No
MRPL42		1	1	88	1.1%	No
HHEX		1	1	88	1.1%	No
KCTD20		1	1	88	1.1%	No
ATIC		1	1	88	1.1%	Yes
ATM		1	1	88	1.1%	Yes
MTUS2		2	2	88	2.3%	No
TXNDC2		1	1	88	1.1%	No
ADGRL3		1	1	88	1.1%	No
HIF1A		1	1	88	1.1%	Yes
ZAN		1	1	88	1.1%	No
MATN4		1	1	88	1.1%	No
RPL5		1	1	88	1.1%	Yes
RGS11		1	1	88	1.1%	No
UNC5CL		1	1	88	1.1%	No
ATP1A4		2	2	88	2.3%	No
HIVEP1		1	1	88	1.1%	No
ATP2A1		2	2	88	2.3%	No
IFT81		1	1	88	1.1%	No
C2CD6		3	1	88	1.1%	No
CLIP2		1	1	88	1.1%	No
POU6F2		1	1	88	1.1%	No
SCN11A		2	2	88	2.3%	No
WEE1		1	1	88	1.1%	No
MGAT4B		1	1	88	1.1%	No
REM1		1	1	88	1.1%	No
ADGRL2		2	2	88	2.3%	No
UROC1		1	1	88	1.1%	No
ZNF540		1	1	88	1.1%	No
ATP2B1		2	1	88	1.1%	No
ATP2B2		1	1	88	1.1%	No
DRC7		1	1	88	1.1%	No
KRTAP20-3		1	1	88	1.1%	No
HIVEP3		1	1	88	1.1%	No
PPIP5K2		1	1	88	1.1%	No
ZC3H7B		1	1	88	1.1%	No
C2ORF16		1	1	88	1.1%	No
FAM13B		1	1	88	1.1%	No
KCNK9		1	1	88	1.1%	No
ARMCX1		1	1	88	1.1%	No
OR51Q1		1	1	88	1.1%	No
RPL19		1	1	88	1.1%	No
OR51I1		2	2	88	2.3%	No
WNT7A		1	1	88	1.1%	No
KLHL18		1	1	88	1.1%	No
VWCE		1	1	88	1.1%	No
BPIFC		1	1	88	1.1%	No
NUP160		1	1	88	1.1%	No
PRDM6		1	1	88	1.1%	No
KRTAP19-6		1	1	88	1.1%	No
CAMSAP2		1	1	88	1.1%	No
WDR24		1	1	88	1.1%	No
TASOR		2	1	88	1.1%	No
TMEM117		1	1	88	1.1%	No
POFUT2		1	1	88	1.1%	No
WNT9A		1	1	88	1.1%	No
RPL27		1	1	88	1.1%	No
ANKRD30B		2	2	88	2.3%	No
XPOT		1	1	88	1.1%	No
ANKRD28		2	2	88	2.3%	No
CAPN14		1	1	88	1.1%	No
TET3		1	1	88	1.1%	Yes
BOP1		1	1	88	1.1%	No
KATNIP		1	1	88	1.1%	No
ATP9B		1	1	88	1.1%	No
RPRD2		1	1	88	1.1%	No
MRPL23		1	1	88	1.1%	No
CACNG7		1	1	88	1.1%	No
TMEM131L		3	3	88	3.4%	No
PSD2		1	1	88	1.1%	No
XBP1		1	1	88	1.1%	Yes
PRR4		1	1	88	1.1%	No
EBF2		2	2	88	2.3%	No
SCFD1		1	1	88	1.1%	No
WT1		1	1	88	1.1%	Yes
DDHD2		1	1	88	1.1%	No
BMERB1		1	1	88	1.1%	No
ATP11A		2	2	88	2.3%	No
ANKRD12		6	6	88	6.8%	No
CRNN		1	1	88	1.1%	No
DACT1		1	1	88	1.1%	No
MS4A4A		1	1	88	1.1%	No
OR10A6		1	1	88	1.1%	No
YJEFN3		1	1	88	1.1%	No
SCAPER		1	1	88	1.1%	No
ZBTB21		1	1	88	1.1%	No
CSRNP1		1	1	88	1.1%	No
PADI2		1	1	88	1.1%	No
POC1A		1	1	88	1.1%	No
SYNE2		4	3	88	3.4%	No
POLR1A		3	3	88	3.4%	No
PDCL2		1	1	88	1.1%	No
NUP210		2	2	88	2.3%	No
ZNF473		1	1	88	1.1%	No
ADGRF5		1	1	88	1.1%	No
CCDC88A		1	1	88	1.1%	No
POLR3GL		2	2	88	2.3%	No
POLR3B		1	1	88	1.1%	No
KLRF1		1	1	88	1.1%	No
ZHX1		1	1	88	1.1%	No
TAOK3		1	1	88	1.1%	No
UPRT		1	1	88	1.1%	No
NDC1		1	1	88	1.1%	No
MRPL52		1	1	88	1.1%	No
PLCXD3		3	2	88	2.3%	No
XPR1		1	1	88	1.1%	No
KBTBD4		2	2	88	2.3%	Yes
LARGE1		1	1	88	1.1%	No
TBC1D12		1	1	88	1.1%	No
EXOC6B		1	1	88	1.1%	No
DNAJC9		1	1	88	1.1%	No
LRRC61		1	1	88	1.1%	No
PLCB1		1	1	88	1.1%	No
ZNF699		1	1	88	1.1%	No
RCHY1		1	1	88	1.1%	No
RPN1		1	1	88	1.1%	Yes
PHLPP1		1	1	88	1.1%	No
PAMR1		1	1	88	1.1%	No
LAMA2		2	2	88	2.3%	No
VPS13A		2	2	88	2.3%	No
TRIM58		1	1	88	1.1%	No
LRRFIP2		1	1	88	1.1%	No
CAMKK1		1	1	88	1.1%	No
MAN1B1		1	1	88	1.1%	No
GARNL3		2	2	88	2.3%	No
FLYWCH1		1	1	88	1.1%	Yes
USP54		2	2	88	2.3%	No
WDR11		1	1	88	1.1%	No
SGIP1		1	1	88	1.1%	No
MAGI1		3	3	88	3.4%	No
RPS6KB1		1	1	88	1.1%	No
DLGAP2		1	1	88	1.1%	No
FAM47A		1	1	88	1.1%	No
RPS4X		1	1	88	1.1%	No
PCDHB4		1	1	88	1.1%	No
LAMB2		3	3	88	3.4%	No
SLC12A5		2	2	88	2.3%	No
LAMB3		2	2	88	2.3%	No
LONP2		1	1	88	1.1%	No
PCDHAC2		2	2	88	2.3%	No
SPINT3		1	1	88	1.1%	No
PCDHA13		1	1	88	1.1%	No
HHATL		1	1	88	1.1%	No
TEDC1		1	1	88	1.1%	No
TAS2R3		1	1	88	1.1%	No
ARMH4		1	1	88	1.1%	No
LAMB1		1	1	88	1.1%	No
TAS2R1		1	1	88	1.1%	No
SBSN		1	1	88	1.1%	No
ITGA11		1	1	88	1.1%	No
XRN2		2	2	88	2.3%	No
TAS2R13		1	1	88	1.1%	No
IKZF3		1	1	88	1.1%	Yes
PCDHA8		3	2	88	2.3%	No
PCDHA7		1	1	88	1.1%	No
PCDHA6		1	1	88	1.1%	No
TMEM169		1	1	88	1.1%	No
PRR12		1	1	88	1.1%	No
LASP1		1	1	88	1.1%	Yes
PLEKHH1		1	1	88	1.1%	No
SHROOM4		2	2	88	2.3%	No
KRI1		1	1	88	1.1%	No
UBE2L6		1	1	88	1.1%	No
GPR50		1	1	88	1.1%	No
CRACD		1	1	88	1.1%	No
TEX15		2	2	88	2.3%	No
ZNF502		1	1	88	1.1%	No
KIAA1210		1	1	88	1.1%	No
TEX14		1	1	88	1.1%	No
ANKRD31		1	1	88	1.1%	No
ESYT2		1	1	88	1.1%	No
VILL		1	1	88	1.1%	No
TSPOAP1		1	1	88	1.1%	No
NWD2		1	1	88	1.1%	No
NUMBL		1	1	88	1.1%	No
TMEM86A		1	1	88	1.1%	No
ARID1B		1	1	88	1.1%	Yes
LDHC		1	1	88	1.1%	No
KIDINS220		1	1	88	1.1%	No
SDCCAG8		1	1	88	1.1%	No
NTM		1	1	88	1.1%	No
STK17B		1	1	88	1.1%	No
ANKH		1	1	88	1.1%	No
GATA3	2.690e-12	10	10	88	11.4%	Yes
GAS2		1	1	88	1.1%	No
GOLGA6L2		1	1	88	1.1%	No
C4ORF51		1	1	88	1.1%	No
LEPR		1	1	88	1.1%	No
LGALS1		1	1	88	1.1%	No
COPB2		2	1	88	1.1%	No
DUOX1		2	2	88	2.3%	No
PIWIL1		2	2	88	2.3%	No
BCL7B		1	1	88	1.1%	No
ZNF30		1	1	88	1.1%	No
COL13A1		1	1	88	1.1%	No
COL11A2		1	1	88	1.1%	No
GBP1		1	1	88	1.1%	No
COL11A1		1	1	88	1.1%	No
GBE1		1	1	88	1.1%	No
REC114		1	1	88	1.1%	No
COL17A1		1	1	88	1.1%	No
COL16A1		1	1	88	1.1%	No
SLC23A3		2	2	88	2.3%	No
COL15A1		1	1	88	1.1%	No
GBX2		1	1	88	1.1%	No
TAAR2		1	1	88	1.1%	No
RAB4B		1	1	88	1.1%	No
ZNF561		1	1	88	1.1%	No
LIG3		1	1	88	1.1%	No
HIPK2		3	3	88	3.4%	No
KLF6		1	1	88	1.1%	Yes
BLOC1S1		1	1	88	1.1%	No
ASTE1		1	1	88	1.1%	No
COPB1		1	1	88	1.1%	No
TMEM31		1	1	88	1.1%	No
GCH1		1	1	88	1.1%	No
COMP		1	1	88	1.1%	No
RBFOX3		1	1	88	1.1%	No
COL19A1		2	2	88	2.3%	No
LHCGR		1	1	88	1.1%	No
CCDC150		2	2	88	2.3%	No
LIFR		2	2	88	2.3%	Yes
LHFPL4		1	1	88	1.1%	No
LIPE		1	1	88	1.1%	No
GDF9		1	1	88	1.1%	No
TAB3		3	2	88	2.3%	No
FAT3		3	3	88	3.4%	No
CD300LF		1	1	88	1.1%	No
LIMS1		1	1	88	1.1%	No
GFAP		1	1	88	1.1%	No
TTC39A		1	1	88	1.1%	No
LARGE2		2	2	88	2.3%	No
GGNBP2		1	1	88	1.1%	No
ZNF613		1	1	88	1.1%	No
LLGL1		2	1	88	1.1%	No
KLHL1		1	1	88	1.1%	No
FAM227B		2	2	88	2.3%	No
DPP10		3	3	88	3.4%	No
TPCN2		1	1	88	1.1%	No
PCED1B		1	1	88	1.1%	No
ZBED10P		1	1	88	1.1%	No
COL23A1		1	1	88	1.1%	No
KRT74		1	1	88	1.1%	No
LRRN1		1	1	88	1.1%	No
HEPHL1		1	1	88	1.1%	No
EP400		1	1	88	1.1%	Yes
GGT1		1	1	88	1.1%	No
PSMD2		1	1	88	1.1%	No
HDAC11		1	1	88	1.1%	No
GGCX		1	1	88	1.1%	No
PPP1R36		1	1	88	1.1%	No
ANKRD36C		1	1	88	1.1%	No
GFPT1		2	2	88	2.3%	No
AKR7A3		1	1	88	1.1%	No
NUTM2B		1	1	88	1.1%	Yes
CPB1		1	1	88	1.1%	No
POGK		1	1	88	1.1%	No
STK40		1	1	88	1.1%	Yes
CPA2		1	1	88	1.1%	No
CPA1		1	1	88	1.1%	No
ANKRD7		1	1	88	1.1%	No
ZSWIM5		1	1	88	1.1%	No
LILRB5		1	1	88	1.1%	No
PSMD5		1	1	88	1.1%	No
OR6Q1		1	1	88	1.1%	No
RSAD2		1	1	88	1.1%	No
DPY19L2P2		1	1	88	1.1%	No
NINL		4	4	88	4.5%	No
DIP2C		1	1	88	1.1%	No
